Host	Virus	HostTaxID	VirusTaxID	HostNCBIResolved	VirusNCBIResolved	ICTVRatified	HostGenus	HostFamily	HostOrder	HostClass	HostOriginal	VirusGenus	VirusFamily	VirusOrder	VirusClass	VirusOriginal	HostFlagID	DetectionMethod	DetectionOriginal	Database	DatabaseVersion	PublicationYear	ReferenceText	PMID	ReleaseYear	ReleaseMonth	ReleaseDay	CollectionYear	CollectionMonth	CollectionDay	AssocID	DatabaseDOI	NCBIAccession
sus scrofa	coronavirus hku15	9823	1965089	TRUE	TRUE	TRUE	sus	suidae	artiodactyla	mammalia	Sus scrofa	deltacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Coronavirus HKU15	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2021	7	28	2017					MT524746.1, MT524747.1, MT524748.1, MT524749.1, MT524750.1, MT524751.1, MT524752.1, MT524753.1, MT524754.1, MT524755.1, MT524756.1, MT524762.1, MT524763.1, MT524764.1, MT524765.1, MT524766.1
sus scrofa	coronavirus hku15	9823	1965089	TRUE	TRUE	TRUE	sus	suidae	artiodactyla	mammalia	Sus scrofa	deltacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Coronavirus HKU15	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2021	7	28	2019					MT524757.1, MT524758.1, MT524759.1, MT524760.1, MT524761.1
sus scrofa	coronavirus hku15	9823	1965089	TRUE	TRUE	TRUE	sus	suidae	artiodactyla	mammalia	Sus scrofa	deltacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Coronavirus HKU15	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2021	7	5	2019					MT505445.1, MT505446.1, MT505447.1, MT505448.1, MT505449.1, MT505450.1, MT505451.1, MT505452.1, MT505453.1, MT505454.1, MT505455.1, MT505456.1, MT505457.1, MT505458.1, MT505459.1, MT505460.1
sus scrofa	coronavirus hku15	9823	1965089	TRUE	TRUE	TRUE	sus	suidae	artiodactyla	mammalia	Sus scrofa domesticus	deltacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Coronavirus HKU15	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2017	6	22	2014	2	13			LC216914.1, LC216915.1
sus scrofa	coronavirus hku15	9823	1965089	TRUE	TRUE	TRUE	sus	suidae	artiodactyla	mammalia	Sus scrofa domesticus	deltacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Coronavirus HKU15	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2017	6	29	2016	9				LC260045.1
sus scrofa	coronavirus hku15	9823	1965089	TRUE	TRUE	TRUE	sus	suidae	artiodactyla	mammalia	Sus scrofa domesticus	deltacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Coronavirus HKU15	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2018	4	11	2014	12				LC260044.1
sus scrofa	coronavirus hku15	9823	1965089	TRUE	TRUE	TRUE	sus	suidae	artiodactyla	mammalia	Sus scrofa domesticus	deltacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Coronavirus HKU15	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2018	4	11	2014	3				LC260042.1
sus scrofa	coronavirus hku15	9823	1965089	TRUE	TRUE	TRUE	sus	suidae	artiodactyla	mammalia	Sus scrofa domesticus	deltacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Coronavirus HKU15	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2018	4	11	2014	5				LC260038.1, LC260039.1, LC260040.1, LC260041.1
sus scrofa	coronavirus hku15	9823	1965089	TRUE	TRUE	TRUE	sus	suidae	artiodactyla	mammalia	Sus scrofa domesticus	deltacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Coronavirus HKU15	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2018	4	11	2014	8				LC260043.1
turdus hortulorum	thrush coronavirus hku12-600	411519	572290	TRUE	TRUE	FALSE	turdus	turdidae	passeriformes	aves	Turdus hortulorum	deltacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Thrush coronavirus HKU12-600	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2008	11	13	2007	1				NC_011549.1
turdus hortulorum	thrush coronavirus hku12-600	411519	572290	TRUE	TRUE	FALSE	turdus	turdidae	passeriformes	aves	Turdus hortulorum	deltacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Thrush coronavirus HKU12-600	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2008	11	7	2007	1				FJ376621.1
