encoding,name,description,country,director,actor,vote,score,year,link
tt0362227,幸福终点站,"为了完成父亲的心愿，维克多（汤姆•汉克斯 Tom Hanks 饰）从故国乘坐飞机前往美国肯尼迪机场，但戏剧性的事情发生了：他被告知祖国发生政变，而他的身份证护照一一失效，同时他的签证也无法再使用。进退..."" ", 美国,史蒂文·斯皮尔伯格,"'汤姆·汉克斯', '凯瑟琳·泽塔-琼斯', '斯坦利·图齐', '齐·麦克布赖德', '迭戈·卢纳'",524594人评价,8.8,2004,https://movie.douban.com/subject/1292274/
tt0892769,驯龙高手,"维京岛国的少年小嗝嗝（杰伊•巴鲁切尔 Jay Baruchel 配音）是部落统领伟大的斯托里克（杰拉德·巴特勒 Gerard Butler 配音）的儿子，他非常想像自己的父亲一样亲手屠龙——这些飞龙是..."" ", 美国,迪恩·德布洛斯,"'杰伊·巴鲁切尔', '杰拉德·巴特勒', '克雷格·费格森', '亚美莉卡·费雷拉', '乔纳·希尔'",705956人评价,8.8,2010,https://movie.douban.com/subject/2353023/
tt2061702,萤火之森,"某年夏天，6岁小女孩竹川萤来到爷爷家度假，她闯进了传说住满妖怪的山神森林。正当她因为迷路而焦急万分的时候，一个戴着狐狸面具的大男孩出现在她面前，并引领着萤找到回家的路。虽然萤分外感激，可是男孩却禁止她..."" ", 日本,大森贵弘,"'佐仓绫音', '内山昂辉', '辻亲八', '山本兼平', '后藤弘树'",492829人评价,8.9,2011,https://movie.douban.com/subject/5989818/
tt0099674,教父3,, 美国,弗朗西斯·福特·科波拉,"'阿尔·帕西诺', '黛安·基顿', '塔莉娅·夏尔', '安迪·加西亚', '埃里·瓦拉赫'",342077人评价,9.0,1990,https://movie.douban.com/subject/1294240/
tt0198781,怪兽电力公司,"我们不知道，在那样的世界里住着那样一群怪物。他们长相滑稽，却必须装作狰狞。因为，在夜深的时候，他们要悄悄的出现在孩子的衣橱里，吓唬刚刚甜美睡去的宝宝。一切，只因为他们是怪物电力公司的员工，而孩子的尖叫..."" ", 美国,彼特·道格特,"'约翰·古德曼', '比利·克里斯托', '玛丽·吉布斯', '史蒂夫·布西密', '詹姆斯·柯本'",618628人评价,8.8,2001,https://movie.douban.com/subject/1291579/
tt0978762,玛丽和马克思,"1976年，8岁的玛丽·黛西·丁格尔（贝丝妮·惠特摩尔 Bethany Whitmore 配音）是澳大利亚墨尔本的一个小女孩，喜欢动画片“诺布利特”、甜炼乳和巧克力。玛丽的妈妈是个酒鬼，而在茶叶包装厂..."" ", 澳大利亚 ,亚当·艾略特,"'托妮·科莱特', '菲利普·塞默·霍夫曼', '巴瑞·哈姆弗莱斯', '艾瑞克·巴纳', '贝塔尼·维特莫尔'",402508人评价,8.9,2009,https://movie.douban.com/subject/3072124/
tt4080728,一个叫欧维的男人决定去死,"欧维（罗夫·拉斯加德 Rolf Lassgård 饰）是一个刻板而又固执的老头，他的妻子半年前死于疾病，留他一人生活在这个混乱不堪的世界之中。每天早晨，欧维都会定时在社区里进行巡视，确认所有的车辆都停..."" ", 瑞典,汉内斯·赫尔姆,"'罗夫·拉斯加德', '巴哈·帕斯', '托比亚斯·阿姆博瑞', '菲利普·伯格', '安娜-莱娜·布伦丁'",426112人评价,8.9,2015,https://movie.douban.com/subject/26628357/
tt6751668,寄生虫,"基宇（崔宇植 饰）出生在一个贫穷的家庭之中，和妹妹基婷（朴素丹 饰）以及父母在狭窄的地下室里过着相依为命的日子。一天，基宇的同学上门拜访，他告诉基宇，自己在一个有钱人家里给他们的女儿做家教，太太是一个..."" ", 韩国,奉俊昊,"'宋康昊', '李善均', '曹汝贞', '崔宇植', '朴素丹'",1277476人评价,8.8,2019,https://movie.douban.com/subject/27010768/
tt0435761,玩具总动员3,"距上一次的冒险已经过去11个年头，转眼间安迪（约翰·莫里斯 John Morris 配音）变成了17岁的阳光男孩。这年夏天，安迪即将开始大学生活，他必须将自己的房间收拾整齐留给妹妹。此前，伍迪（汤姆·..."" ", 美国,李·昂克里奇,"'汤姆·汉克斯', '蒂姆·艾伦', '琼·库萨克', '尼德·巴蒂', '唐·里克斯'",475630人评价,8.9,2010,https://movie.douban.com/subject/1858711/
tt0414387,傲慢与偏见,"根据简·奥斯汀同名小说改编。伊丽莎白·班纳特(凯拉·奈特丽 饰)出身于小地主家庭，有四个姐妹，母亲班纳特太太整天操心着为女儿物色称心如意的丈夫。新来的邻居宾格来先生和他的朋友达西（马修·麦克菲迪恩 饰..."" ", 法国 ,乔·赖特,"'凯拉·奈特莉', '马修·麦克费登', '唐纳德·萨瑟兰', '布兰达·布莱斯', '凯瑞·穆里根'",735427人评价,8.7,2005,https://movie.douban.com/subject/1418200/
tt0156887,未麻的部屋,"当红三人少女偶像团体Charming Bird面临解散，核心成员雾越未麻在事务所的安排下不得不退出团体，转型成为一名电视剧演员。万事开头难，对于偶像歌手转型而来的未麻尤其如此，她在工作中承受着压力，闷..."" ", 日本,今敏,"'岩男润子', '松本梨香', '辻亲八', '大仓正章', '秋元羊介'",296115人评价,9.1,1997,https://movie.douban.com/subject/1395091/
tt0319061,大鱼,"爱德华（伊万·麦克格雷格 Ewan McGregor 饰）生性热爱自由，成年之后，他选择离开家乡，踏上了环游世界的旅程。一路上，爱德华遇见了各种各样稀奇古怪的角色，经历了无数精彩绝伦的的冒险，而他日后..."" ", 美国,蒂姆·波顿,"'伊万·麦克格雷格', '阿尔伯特·芬尼', '比利·克鲁德普', '杰西卡·兰格', '海伦娜·伯翰·卡特'",534232人评价,8.8,2003,https://movie.douban.com/subject/1291545/
tt1323594,神偷奶爸,"超级坏蛋格鲁（史蒂夫·卡瑞尔 Steve Carell 配音）在听说埃及金字塔被盗的新闻后不满市面上新贼辈出，决定在纳法利欧博士（拉塞尔·布兰德 Russell Brand 配音）的帮助下建造火箭升空..."" ", 美国 ,皮埃尔·柯芬,"'史蒂夫·卡瑞尔', '杰森·席格尔', '拉塞尔·布兰德', '朱莉·安德鲁斯', '威尔·阿奈特'",889155人评价,8.6,2010,https://movie.douban.com/subject/3287562/
tt1590089,告白,"一所平凡的中学，1年B组即将迎来春假。不知天高地厚的学生们肆意吵闹，殊不知一场绵亘数月的风暴正向他们袭来。级任教师森口悠子（松隆子 饰）全然无视这片混乱，静静地向学生们做出最后的告白。这个单亲妈妈独自..."" ", 日本,中岛哲也,"'松隆子', '冈田将生', '木村佳乃', '西井幸人', '桥本爱'",635027人评价,8.8,2010,https://movie.douban.com/subject/4268598/
tt5700672,釜山行,"证券公司基金管理人石宇（孔侑 饰）光鲜精干，却也是个重利轻义之徒。妻子为此与之决裂，女儿秀安（金秀安 饰）则对如此自私的父亲越来越失望，决定前往釜山和母亲生活。在秀安生日这天，石宇抽出时间陪伴女儿登上..."" ", 韩国,延尚昊,"'孔刘', '郑有美', '马东锡', '金秀安', '金义城'",1111840人评价,8.6,2016,https://movie.douban.com/subject/25986180/
tt1853728,被解救的姜戈,"1858年，美国南北战争前两年。德国赏金猎人金·舒尔茨（克里斯托弗·瓦尔兹 Christoph Waltz饰）从贩奴商人手中买下黑奴姜戈（杰米·福克斯 Jamie Foxx饰），让其重获自由。舒尔茨实..."" ", 美国,昆汀·塔伦蒂诺,"'杰米·福克斯', '莱昂纳多·迪卡普里奥', '克里斯托弗·瓦尔兹', '塞缪尔·杰克逊', '凯丽·华盛顿'",565768人评价,8.8,2012,https://movie.douban.com/subject/6307447/
tt1937339,阳光姐妹淘,"25年前，高中生任娜美（沈恩京 饰）一家从全罗道搬到汉城，娜美入读真德女子高中，因方言浓重怯于开口的娜美幸运的得到了同班大姐头夏春花（姜索拉 饰）的维护，并与围绕在夏春花周围的执着于双眼皮的金玫瑰、满..."" ", 韩国,姜炯哲,"'沈恩京', '闵孝琳', '姜素拉', '南宝拉', '陈熙琼'",563543人评价,8.8,2011,https://movie.douban.com/subject/4917726/
tt0108074,射雕英雄传之东成西就,"金轮国王妃（叶玉卿 饰）与表哥欧阳锋（梁朝伟 饰）有染，为霸占江山，他们毒死了国王，但没找到传国玉玺。得知玉玺在前往九宫山找寻其师父求助的三公主（林青霞 饰）手里后，欧阳锋企图抢到手但没成功。糊涂国师..."" ", 中国香港,刘镇伟,"'梁朝伟', '林青霞', '张国荣', '叶玉卿', '张学友'",592654人评价,8.7,1993,https://movie.douban.com/subject/1316510/
tt0330373,哈利·波特与火焰杯,, 英国 ,迈克·内威尔,"'丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '迈克尔·刚本', '玛吉·史密斯'",590213人评价,8.7,2005,https://movie.douban.com/subject/1309055/
tt0354770,哪吒闹海,"商末时期，陈塘关总兵李靖的夫人怀胎3年6个月，最终生下一个肉球，肉球中跳出一个伶俐可爱的男孩。李靖原当他是妖孽欲杀之而后快，幸太乙真人前来收之为徒，赐名哪吒，并赐以乾坤圈和混天绫两件宝贝。某年，天下大..."" ", 中国大陆,王树忱,"'梁正晖', '邱岳峰', '毕克', '富润生', '尚华'",238456人评价,9.1,1979,https://movie.douban.com/subject/1307315/
tt0277027,我是山姆,, 美国,杰茜·尼尔森,"'西恩·潘', '达科塔·范宁', '米歇尔·菲佛', '黛安·韦斯特', '洛雷塔·迪瓦恩'",313229人评价,9.0,2001,https://movie.douban.com/subject/1306861/
tt2990738,恐怖直播,"韩国首尔某个平凡的早上，广播电台Daily Topic节目的主持人尹英华（河正宇 饰）正就税率改革与听众进行连线，这时一个自称住在首尔昌信洞的普通工人朴鲁圭打入电话，大肆抱怨超高的电费和相关部门对他的..."" ", 韩国,金秉祐,"'河正宇', '李璟荣', '全慧珍', '李大卫', '金弘波'",607425人评价,8.7,2013,https://movie.douban.com/subject/21360417/
tt2625030,新世界,"金门集团会长、暴力组织在虎派大佬石东出遭遇车祸身亡，该事件在黑白两道引起不小震荡。为了遏制金门集团进一步向合法领域渗透并持续壮大，警方及时提出“新世界计划”，旨在干预金门集团继任大佬的选举。而围绕会长..."" ", 韩国,朴勋政,"'李政宰', '崔岷植', '黄政民', '宋智孝', '朴成雄'",375197人评价,8.9,2013,https://movie.douban.com/subject/10437779/
tt1677720,头号玩家,"故事发生在2045年，虚拟现实技术已经渗透到了人类生活的每一个角落。詹姆斯哈利迪（马克·里朗斯 Mark Rylance 饰）一手建造了名为“绿洲”的虚拟现实游戏世界，临终前，他宣布自己在游戏中设置了..."" ", 美国,史蒂文·斯皮尔伯格,"'泰伊·谢里丹', '奥利维亚·库克', '本·门德尔森', '马克·里朗斯', '丽娜·维特'",1276199人评价,8.7,2018,https://movie.douban.com/subject/4920389/
tt2119532,血战钢锯岭,"1945年，第二次世界大战接近尾声，作为邪恶轴心重要成员的日本，其嚣张态势已成强弩之末。是年，决定战局走向的冲绳岛战役拉开序幕，成千上万斗志昂扬的美国大兵被派往冲绳，等待他们的则是敌军重兵防守、凶险异..."" ", 澳大利亚 ,梅尔·吉布森,"'安德鲁·加菲尔德', '萨姆·沃辛顿', '文斯·沃恩', '雨果·维文', '卢克·布雷西'",737817人评价,8.7,2016,https://movie.douban.com/subject/26325320/
tt2084970,模仿游戏,"二战期间，盟军苦于德国的秘密系统“英格玛”无法破译，政府召集了一批民间数学家、逻辑学家进行秘密破解工作，图灵（本尼迪克特·康伯巴奇 Benedict Cumberbatch 饰）就是其中之一。计划刚开..."" ", 英国 ,莫滕·泰杜姆,"'本尼迪克特·康伯巴奇', '凯拉·奈特莉', '马修·古迪', '罗里·金尼尔', '艾伦·里奇'",598419人评价,8.8,2014,https://movie.douban.com/subject/10463953/
tt0107156,喜宴,"伟同（赵文瑄）是事业有成的男同志，与男友赛门（Mitchell Lichtenstein）在美国过着幸福的同居日子，烦恼来自要用各种招数应对远在台北的父（郎雄）母（归亚蕾）的一次次逼婚。伟同被逼以“乖..."" ", 中国台湾 ,李安,"'赵文瑄', '郎雄', '归亚蕾', '金素梅', '米切尔·利希藤斯坦'",327817人评价,9.0,1993,https://movie.douban.com/subject/1303037/
tt0047478,七武士,"日本战国时代，一小山村面临着山贼的威胁，为了保护秋天的收成，村中长老决定让去请武士来保护村子安全，但只能拿出的报酬是一天三顿的白米饭。在城里，他们遭到了武士白眼甚至被打。直到勘兵卫（志村乔饰）的出现，..."" ", 日本,黑泽明,"'三船敏郎', '志村乔', '津岛惠子', '岛崎雪子', '藤原釜足'",181921人评价,9.3,1954,https://movie.douban.com/subject/1295399/
tt0118694,花样年华,"1960年代的香港，报馆编辑周慕云（梁朝伟 饰）与太太搬进一间住户多是上海人的公寓，和某家日资公司的贸易代表陈先生与太太苏丽珍（张曼玉 饰）成了邻居。因为发现各自在外工作的配偶背着他们有了婚外情，周慕..."" ", 中国香港,王家卫,"'梁朝伟', '张曼玉', '潘迪华', '萧炳林', '张耀扬'",553713人评价,8.7,2000,https://movie.douban.com/subject/1291557/
tt0242653,黑客帝国3：矩阵革命,"第二集中，尼奥（基努·里维斯 Keanu Reeves 饰）没有能从内部摧毁“母体”，他的身体在真实世界的飞船上陷于昏迷，思想却被困在介于“母体”和真实世界的中间地带，这个地方由“火车人”控制。墨菲斯..."" ", 美国,拉娜·沃卓斯基,"'基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文', '贾达·萍克·史密斯'",418634人评价,8.8,2003,https://movie.douban.com/subject/1302467/
tt2096673,头脑特工队,"可爱的小女孩莱莉（凯特林·迪亚斯 Kaitlyn Dias 配音）出生在明尼苏达州一个平凡的家庭中，从小她在父母的呵护下长大，脑海中保存着无数美好甜蜜的回忆。当然这些记忆还与几个莱莉未曾谋面的伙伴息息..."" ", 美国,彼特·道格特,"'艾米·波勒', '菲利丝·史密斯', '理查德·坎德', '比尔·哈德尔', '刘易斯·布莱克'",563415人评价,8.8,2015,https://movie.douban.com/subject/10533913/
tt0387564,电锯惊魂,"一觉醒来的亚当（雷•沃纳尔 Leigh Whannell饰）发现自己被困在一个废弃的厕所里。他的对面是同样命运的劳伦斯（加利•艾尔维斯 Cary Elwes 饰）——他们被人用铁链绑住了腿，并吃惊发现..."" ", 美国,温子仁,"'雷·沃纳尔', '加利·艾尔维斯', '丹尼·格洛弗', '梁振邦', '迪娜·迈耶'",491272人评价,8.8,2004,https://movie.douban.com/subject/1417598/
tt0110201,九品芝麻官,"包龙星（周星驰 饰）用钱买来了一个候补知县的职位，可是为人贪婪，县上的人都对他痛恨之极。在他代替正式知县的时候，戚家媳妇戚秦氏（张敏 饰）遭到了常威( 邹兆龙 饰 )的强暴，后来常威动了杀机把戚家上下..."" ", 中国香港 ,王晶,"'周星驰', '吴孟达', '张敏', '徐锦江', '钟丽缇'",609777人评价,8.7,1994,https://movie.douban.com/subject/1297518/
tt5027774,三块广告牌,"米尔德雷德（弗兰西斯·麦克多蒙德 Frances McDormand 饰）的女儿在外出时惨遭奸杀，米尔德雷德和丈夫查理（约翰·哈克斯 John Hawkes 饰）之间的婚姻因此走到了尽头，如今，她同儿..."" ", 美国 ,马丁·麦克唐纳,"'弗兰西斯·麦克多蒙德', '伍迪·哈里森', '山姆·洛克威尔', '艾比·考尼什', '卢卡斯·赫奇斯'",769849人评价,8.7,2017,https://movie.douban.com/subject/26611804/
tt0790636,达拉斯买家俱乐部,"1986年美国达拉斯市，恐同的德州电工罗恩·伍德鲁夫（马修·麦康纳 Matthew McConaughey 饰）发现自己患上“同志病”——艾滋，生命只剩30天。他使用的AZT（叠氮胸苷）是当时美国药管..."" ", 美国,让-马克·瓦雷,"'马修·麦康纳', '詹妮弗·加纳', '杰瑞德·莱托', '斯蒂夫·扎恩', '达拉斯·罗伯特斯'",423916人评价,8.8,2013,https://movie.douban.com/subject/1793929/
tt5311514,你的名字。,"在远离大都会的小山村，住着巫女世家出身的高中女孩宫水三叶（上白石萌音 配音）。校园和家庭的原因本就让她充满烦恼，而近一段时间发生的奇怪事件，又让三叶摸不清头脑。不知从何时起，三叶在梦中就会变成一个住在..."" ", 日本,新海诚,"'神木隆之介', '上白石萌音', '长泽雅美', '市原悦子', '成田凌'",1293286人评价,8.5,2016,https://movie.douban.com/subject/26683290/
tt0395169,卢旺达饭店,"1994年卢旺达宣布独立后，胡图族与图西族两部族之间矛盾重重，多次发生冲突，战事持续不断。胡图族大肆屠杀图西族人，在这种背景下，卢旺达饭店经理保罗一直四面奔走，最终成功挽救了饭店里一千多名图西族和胡图..."" ", 英国 ,特瑞·乔治,"'唐·钱德尔', '苏菲·奥康内多', '华金·菲尼克斯', '尼克·诺特', '哈基姆·凯-卡西姆'",304330人评价,8.9,2004,https://movie.douban.com/subject/1291822/
tt0481499,疯狂原始人,"原始人咕噜一家六口在老爸Grug（尼古拉斯·凯奇 Nicolas Cage 配音）的庇护下生活。每天抢夺鸵鸟蛋为食，躲避野兽的追击，每晚听老爸叙述同一个故事，在山洞里过着一成不变的生活。大女儿Eep（..."" ", 美国,柯克·德·米科,"'尼古拉斯·凯奇', '艾玛·斯通', '瑞安·雷诺兹', '凯瑟琳·基纳', '克萝丽丝·利奇曼'",788649人评价,8.7,2013,https://movie.douban.com/subject/1907966/
tt0054215,惊魂记,"年轻的马里恩·克兰（珍妮特·利 饰）在Phoenix工作，深受老板洛厄里（沃恩·泰勒 饰）信任。男友萨姆·卢米斯（约翰·加文 饰）在Fairvale经营一家五金店，因要替亡父还债又要支付前妻赡养费而无..."" ", 美国,阿尔弗雷德·希区柯克,"'安东尼·博金斯', '维拉·迈尔斯', '约翰·加文', '珍妮特·利', '马丁·鲍尔萨姆'",260142人评价,9.0,1960,https://movie.douban.com/subject/1293181/
tt0317248,上帝之城,, 巴西 ,费尔南多·梅里尔斯,"'亚历桑德雷·罗德里格斯', '莱安德鲁·菲尔米诺', '菲利佩·哈根森', '道格拉斯·席尔瓦', '乔纳森·哈根森'",283535人评价,9.0,2002,https://movie.douban.com/subject/1292208/
tt0440963,谍影重重3,, 美国 ,保罗·格林格拉斯,"'马特·达蒙', '朱丽娅·斯蒂尔斯', '大卫·斯特雷泽恩', '斯科特·格伦', '帕迪·康斯戴恩'",392144人评价,8.8,2007,https://movie.douban.com/subject/1578507/
tt4078856,心迷宫,, 中国大陆,忻钰坤,"'霍卫民', '王笑天', '罗芸', '杨瑜珍', '孙黎'",477919人评价,8.7,2014,https://movie.douban.com/subject/25917973/
tt0092263,英雄本色,"香港某个国际伪钞集团重要分子宋子豪（狄龙 饰）和Mark（周润发 饰）情同手足，某次宋子豪带手下谭成（李子雄 饰）去台北交易时被其出卖受枪伤被捕入狱，为替好兄弟报仇，Mark孤身赴台，结果被人打成瘸子..."" ", 中国香港,吴宇森,"'周润发', '狄龙', '张国荣', '朱宝意', '李子雄'",495545人评价,8.6,1986,https://movie.douban.com/subject/1297574/
tt0087544,风之谷,"工业文明的高度发展，却最终带来灾难，一场为期7天的虫族毁灭战争摧毁了人类文明。一千年后，工业文明遗留下来的症结仍在困扰这个星球。带有强烈毒性的植物组成了令人望而却步的“腐海”森林，随着时间的推移，腐海..."" ", 日本,宫崎骏,"'岛本须美', '松田洋治', '榊原良子', '辻村真人', '京田尚子'",335538人评价,8.9,1984,https://movie.douban.com/subject/1291585/
tt0101020,纵横四海,, 中国香港,吴宇森,"'周润发', '张国荣', '钟楚红', '朱江', '曾江'",391118人评价,8.8,1991,https://movie.douban.com/subject/1295409/
tt3756788,海街日记,"临海古都镰仓，顺山而成的小镇，不起眼的角落里生活着香田家四姐妹。她们的父亲早年和情人离家出走，母亲则干脆将女儿们抛给了外婆照顾。外婆去世后，外孙女们继承了这栋有着悠久历史的大房子。过早担负起家庭重任的..."" ", 日本,是枝裕和,"'绫濑遥', '长泽雅美', '夏帆', '广濑铃', '大竹忍'",412318人评价,8.8,2015,https://movie.douban.com/subject/25895901/
tt0808357,色，戒,"本是岭南大学学生的王佳芝（汤唯 饰）因战争辗转到了香港读书，她在香港大学加入了爱国青年邝裕民（王力宏 饰）组织的话剧组，他们主演的爱国话剧更激起了他们的爱国情操。当邝裕民得知汪伪政府的特务头子易先生（..."" ", 中国台湾 ,李安,"'梁朝伟', '汤唯', '陈冲', '王力宏', '庹宗华'",707044人评价,8.6,2007,https://movie.douban.com/subject/1828115/
tt1602572,岁月神偷,, 中国香港 ,罗启锐,"'吴君如', '任达华', '钟绍图', '李治廷', '蔡颖恩'",548288人评价,8.7,2010,https://movie.douban.com/subject/3792799/
tt0209144,记忆碎片,, 美国,克里斯托弗·诺兰,"'盖·皮尔斯', '凯瑞-安·莫斯', '乔·潘托里亚诺', '小马克·布恩', '拉什·费加'",565252人评价,8.7,2000,https://movie.douban.com/subject/1304447/
tt0093132,忠犬八公物语,"1923年，日本秋田县大馆市天降大雪，近藤家纯种秋田犬产仔，赠与县土木科长间濑。后者将其中一犬转赠东京帝国大学教授上野秀次郎（仲代达矢 Tatsuya Nakadai 饰）驯养。上野的独生女千鹤子对此..."" ", 日本,神山征二郎,"'山本圭', '井川比佐志', '片桐入', '仲代达矢', '春川真澄'",179657人评价,9.2,1987,https://movie.douban.com/subject/1959195/
tt2209418,爱在午夜降临前,"被影迷奉为爱情圭臬的《爱在黎明破晓前》、《爱在日落黄昏时》终于迎来了第三部《爱在午夜降临前》。第一部中美国青年杰西（伊桑·霍克 Ethan Hawke 饰）坐火车邂逅法国女孩赛琳（朱莉·德尔佩 Jul..."" ", 美国 ,理查德·林克莱特,"'伊桑·霍克', '朱莉·德尔佩', '肖姆斯·戴维-菲茨帕特里克', '詹妮弗·普里尔', '夏洛特·普里尔'",361062人评价,8.9,2013,https://movie.douban.com/subject/10808442/
tt0120689,绿里奇迹,"狱监保罗（汤姆•汉克斯 Tom Hanks 饰）这天迎来了一位不平凡的杀人犯――约翰•考夫利（迈克•克拉克•邓肯 Michael Clarke Duncan 饰）。约翰因杀了两名幼女被判死刑来到了这座..."" ", 美国,弗兰克·德拉邦特,"'汤姆·汉克斯', '大卫·摩斯', '迈克·克拉克·邓肯', '邦尼·亨特', '詹姆斯·克伦威尔'",298452人评价,8.9,1999,https://movie.douban.com/subject/1300374/
tt3011894,荒蛮故事,"《荒蛮故事》是一部黑色喜剧，由6个独立的暴力复仇小故事构成。影片是一次对于人类失控行径的颠覆性创作，从怪异的幽默感，独特的画面和大胆的配乐，到对于身处绝境的普通人这一题材的偏爱，都可以清晰地看到南美鬼..."" ", 阿根廷 ,达米安·斯兹弗隆,"'达里奥·格兰迪内蒂', '玛丽娅·玛努尔', '莫妮卡·比利亚', '丽塔·科尔泰塞', '胡丽叶塔·泽尔贝伯格'",411354人评价,8.8,2014,https://movie.douban.com/subject/24750126/
tt1395030,茶馆,"世纪之交，古老的中国正迎来前所未有的巨大变革。老态龙钟的大清王朝摇摇欲坠，六君子的鲜血无法阻止历史车轮的滚动，老北京城的上空风云变幻，波谲云诡。王利发（于是之 饰），北京城内裕泰茶馆的年轻掌柜。他谨记..."" ", 中国大陆,谢添,"'于是之', '郑榕', '蓝天野', '英若诚', '黄宗洛'",113105人评价,9.5,1982,https://movie.douban.com/subject/1461403/
tt2582802,爆裂鼓手,"19岁少年安德鲁（迈尔斯·特勒 Miles Teller 饰）成长在单亲家庭，一心想成为顶级爵士乐鼓手。某晚他在学校练习时被魔鬼导师弗莱彻（J·K·西蒙斯 J.K. Simmons 饰）相中，进入正规..."" ", 美国,达米恩·查泽雷,"'迈尔斯·特勒', 'J·K·西蒙斯', '保罗·雷瑟', '梅莉莎·班诺伊', '奥斯汀·斯托维尔'",540472人评价,8.7,2014,https://movie.douban.com/subject/25773932/
tt8075192,小偷家族,"东京的都市丛林中央，残存着一栋古旧寒酸的老房子，这里局促地生活着柴田一家五口人。在工地当临时工的男人阿治（Lily Franky 饰）经常带着儿子祥太（城桧吏 饰）到超市盗窃生活用品，这一天，他们回家..."" ", 日本,是枝裕和,"'中川雅也', '安藤樱', '松冈茉优', '城桧吏', '佐佐木美结'",767502人评价,8.7,2018,https://movie.douban.com/subject/27622447/
tt1010048,贫民窟的百万富翁,, 英国,丹尼·博伊尔,"'戴夫·帕特尔', '沙鲁巴·舒克拉', '亚尼·卡普', '拉詹德拉纳斯·祖特施', '吉尼瓦·塔瓦尔'",704278人评价,8.6,2008,https://movie.douban.com/subject/2209573/
tt1772341,无敌破坏王,"无敌破坏王（约翰·C·赖利 John C. Reilly 配音）生活在一个80年代出品的低精度游戏中。他的设定身份是一个反派，每天的生活就是在游戏《快手阿修》中大搞破坏，其后由玩家操作的英雄人物快手阿..."" ", 美国,瑞奇·摩尔,"'约翰·C·赖利', '萨拉·西尔弗曼', '杰克·麦克布瑞尔', '简·林奇', '艾伦·图代克'",498789人评价,8.7,2012,https://movie.douban.com/subject/6534248/
tt0843270,疯狂的石头,"重庆一间工艺品厂已经濒临倒闭，却不料在拆倒旧厂房的时候，发现了厕所里的一件宝物——一块价值连城的翡翠。厂里决定用这块翡翠举办一个展览，赚些钱发拖欠了几个月的工人工资。期间由工艺品厂保卫科长包世宏（郭涛..."" ", 中国大陆 ,宁浩,"'郭涛', '刘桦', '连晋', '黄渤', '徐峥'",759668人评价,8.5,2006,https://movie.douban.com/subject/1862151/
tt0109688,东邪西毒,"在恋人（张曼玉）负气嫁给兄长的当晚，欧阳锋（张国荣）黯然离开白陀山，走进沙漠某个小镇，成为一名杀手中介人。他的朋友、风流剑客黄药师（梁家辉）每年都来小镇与他畅饮，酒话里有关白陀山的消息令他忘却往事的念..."" ", 中国香港 ,王家卫,"'张国荣', '林青霞', '梁朝伟', '张学友', '张曼玉'",541328人评价,8.6,1994,https://movie.douban.com/subject/1292328/
tt0314331,真爱至上,, 英国 ,理查德·柯蒂斯,"'休·格兰特', '科林·费尔斯', '艾玛·汤普森', '凯拉·奈特莉', '连姆·尼森'",681854人评价,8.6,2003,https://movie.douban.com/subject/1292401/
tt0268380,冰川时代,"冰河时期降至，动物们都急着迁徙到温暖的地方及储存食物。长毛象曼弗瑞德、树獭希德、剑齿虎迪亚戈为了帮助一个人类的婴儿回到父母身边，因而也掉了动物们迁徙的队伍。三只性格各异的动物，觉得集合力量帮助婴儿。一..."" ", 美国,卡洛斯·沙尔丹哈,"'雷·罗马诺', '约翰·雷吉扎莫', '丹尼斯·利瑞', '杰克·布莱克', '克里斯·韦奇'",573826人评价,8.6,2002,https://movie.douban.com/subject/1291578/
tt0045152,雨中曲,"1927年，由唐·洛克伍德（吉恩·凯利 饰）和丽娜·雷蒙德（简·哈根 饰）主演的《皇家流氓》在好莱坞首映。由于丽娜刺耳的嗓音无法匹配其夺目的外貌，为了维护明星形象，宣传部只得安排唐一人讲话。首映后，由..."" ", 美国,斯坦利·多南,"'吉恩·凯利', '唐纳德·奥康纳', '黛比·雷诺斯', '简·哈根', '米勒德·米切尔'",202414人评价,9.1,1952,https://movie.douban.com/subject/1293460/
tt1187064,恐怖游轮,"单亲母亲杰西（梅利莎·乔治 饰）和一帮朋友乘游艇出海游玩，但她总有一种有不好的事情发生的感觉。不久，他们便在海上遭遇一场强烈的风暴。游艇翻船，众人落海，几经挣扎他们好不容易爬到游艇残骸上来。正当他们无..."" ", 英国 ,克里斯托弗·史密斯,"'梅利莎·乔治', '利亚姆·海姆斯沃斯', '迈克尔·多曼', '瑞秋·卡帕尼', '艾玛·朗'",784839人评价,8.5,2009,https://movie.douban.com/subject/3011051/
tt1734113,你看起来好像很好吃,"哈特（山口胜平 饰）是一只被草食性恐龙养大的霸王龙。其实，早在它破壳而出时，草食性恐龙的首领就曾命令哈特的母亲（原田知世 饰）抛弃它，但母亲却最终还是偷偷把它养大。随着年龄的增长，每天只吃野果的哈特每..."" ", 日本,藤森雅也,"'山口胜平', '爱河里花子', '加藤清史郎', '原田知世', '川岛得爱'",311967人评价,8.9,2010,https://movie.douban.com/subject/4848115/
