Phylum,Class,Order,Family,Genus,Species
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Ictalurus melas ranavirus
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Sripuvirus,Sripuvirus chaco
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Hapavirus,Hapavirus marco
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Sripuvirus,Sripuvirus madureira
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,,Sena Maduriera virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,,Timbo virus
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Main Drain orthobunyavirus
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Modoc virus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Rhadinovirus,Aoudad malignant catarrhal fever virus
Pisuviricota,Pisoniviricetes,Picornavirales,,,Clownfish picornavirus
Kitrinoviricota,Magsaviricetes,Nodamuvirales,Nodaviridae,Betanodavirus,Clown fish nervous necrosis virus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Megalocytivirus,Anabas testudineus iridovirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,,Akhtuba virus
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Avastrovirus,Avastrovirus 1
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Avastrovirus,Avastrovirus 3
Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Alpharetrovirus,Avian leukosis virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Metaavulavirus,Avian metaavulavirus 8
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Orthoavulavirus,Avian orthoavulavirus 9
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Mardivirus,Gallid alphaherpesvirus 2
,,,Birnaviridae,Avibirnavirus,Infectious bursal disease virus
Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,Reticuloendotheliosis virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Metapneumovirus,Avian metapneumovirus
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aalivirus,Chestnut teal aalivirus
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,,Chestnut teal astrovirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Chestnut teal chaphamaparvovirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Chestnut teal chaphamaparvovirus 1
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Chestnut teal chaphamaparvovirus 2
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Chestnut teal chaphamaparvovirus 3
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Megrivirus,Chestnut teal megrivirus
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sicinivirus,Chestnut teal sicinivirus-like virus
Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus F
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Mardivirus,Anatid alphaherpesvirus 1
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Avastrovirus,Avastrovirus 2
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Duck circovirus
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Garrulus glandarius associated circular virus 1
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Avipoxvirus isolate Texas
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Murray Valley encephalitis virus
Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,,Grey teal calicivirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Grey teal chaphamaparvovirus
,,,Anelloviridae,Gyrovirus,Grey teal gyrovirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,,Grey teal parvovirus
Pisuviricota,Duplopiviricetes,Durnavirales,Picobirnaviridae,,Grey teal picobirnavirus X
Pisuviricota,Duplopiviricetes,Durnavirales,Picobirnaviridae,,Grey teal picobirnavirus y
Pisuviricota,Duplopiviricetes,Durnavirales,Picobirnaviridae,,Grey teal picobirnavirus Z
Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus G
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aalivirus,Aalivirus A
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,Gammapolyomavirus anseris
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Anseriform dependoparvovirus 1
,,,Anelloviridae,Gyrovirus,Avian gyrovirus 13
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Metaavulavirus,Avian metaavulavirus 2
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Metaavulavirus,Avian metaavulavirus 7
Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,Avian orthoreovirus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Paraavulavirus,Avian paraavulavirus 3
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sapelovirus,Avian sapelovirus
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Avihepatovirus,Avihepatovirus A
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Avipoxvirus DX
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Avipoxvirus MZ-2014
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Avipoxvirus TD
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Avipoxvirus XL
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,,Duck associated circular virus VC9
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Cyclovirus,Duck associated cyclovirus 1
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Avastrovirus,Duck astrovirus 3
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Avastrovirus,Duck astrovirus GII.A
Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,,Duck calicivirus 2
,,,,,Duck faeces associated circular DNA virus 1
,,,,,Duck faeces associated circular DNA virus 2
,,,,,Duck faeces associated circular DNA virus 3
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Duck flavivirus strain YY5
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,,Duck genomovirus VC16
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,,Duck genomovirus VC17
Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,Duck infectious anemia virus
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Megrivirus,Duck megrivirus
Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,,Duck papillomavirus 3
,,,,,Duck ssDNA virus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chapparvovirus,Duck-associated chapparvovirus 1
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Fowl aviadenovirus B
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Goose circovirus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Goose paramyxovirus SF02
,,,Anelloviridae,Gyrovirus,Gyrovirus 9
,,,Anelloviridae,Gyrovirus,Gyrovirus VC5
,,,Anelloviridae,Gyrovirus,Gyrovirus VC7
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,Hepacivirus sp.
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gemycircularvirus malas1
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemygorvirus,Gemygorvirus malas1
Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus bornaense
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Megrivirus,Megrivirus A
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Megrivirus,Melegrivirus A
Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,Mosso das Pedras virus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,,Parvovirus AH0225
Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus D
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Tembusu virus
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Avastrovirus,Turkey astrovirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chapparvovirus,Duck-associated chapparvovirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chapparvovirus,Duck-associated chapparvovirus 2
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated virus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Aviadenovirus sp.
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Deltacoronavirus,Deltacoronavirus sp.
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Gammacoronavirus,Gammacoronavirus sp.
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aalivirus,Pacific black duck aalivirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Pacific black duck adeno-associated virus
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Anativirus,Pacific black duck anativirus-like virus
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,,Pacific black duck astrovirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Aveparvovirus,Pacific black duck aveparvovirus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Pacific black duck aviadenovirus
Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,,Pacific black duck calicivirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Pacific black duck chaphamaparvovirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Pacific black duck chaphamaparvovirus 1
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Megrivirus,Pacific black duck megrivirus
Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Orthoreovirus,Pacific black duck orthoreovirus
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Sicinivirus,Pacific black duck sicinivirus-like virus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Chinese giant salamander virus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Ranavirus WD-2011
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Anguilla anguilla circovirus
Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyprinivirus,Anguillid herpesvirus 1
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Perhabdovirus,Perhabdovirus anguilla
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Eel circovirus
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Potamipivirus,Potamipivirus A
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Short-finned eel ranavirus
Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyprinivirus,Anguillid herpesvirus 2
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Limnipivirus,Eel picornavirus Eel/14980
Pisuviricota,Pisoniviricetes,Picornavirales,,,Eel picornavirus Eel/31945
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Potamipivirus,Eel picornavirus Eel/47626
,,,,,Japanese eel endothelial cells-infecting virus
,,,Adomaviridae,,Anguilla marmorata adomavirus 1
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Marbled eel polyomavirus
Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Aquareovirus,Marbled eel reovirus
,,,Adomaviridae,,Bueycito anole adomavirus
,,,Adomaviridae,,Havana anole adomavirus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Anolis carolinensis ranavirus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Lizard adenovirus IB-2014
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Anolis adenovirus 1
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Anolis adenovirus 2
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Anolis sagrei adenovirus 1
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Anolis sagrei adenovirus 2
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Anolis sagrei adenovirus 3
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Anolis sagrei adenovirus 4
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Anolis sagrei adenovirus 5
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Anolis sagrei adenovirus 6
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Anolis sagrei adenovirus 7
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Anolis sagrei adenovirus 8
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Anolis sagrei ranavirus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Adenovirus PREDICT_AdV-16
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Coronavirus PREDICT CoV-12
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus 2319 Biritiba Mirim
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Anoura geoffroyi gammaherpesvirus 1
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Anoura geoffroyi gammaherpesvirus A
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Bimiti orthobunyavirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Catu orthobunyavirus
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Coronavirus BtCoV/KCR24/Ano_geo/CRC/2010
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Coronavirus BtCoV/KCR289/Ano_geo/CRC/2010
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Coronavirus BtCoV/KCR291/Ano_geo/CRC/2010
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Coronavirus BtCoV/KCR293/Ano_geo/CRC/2010
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Guama orthobunyavirus
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Rio Bravo virus
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Tamana bat virus
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Cao Bang orthohantavirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus YN05-484
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus YN05-494
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus YN05-83
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Lianghe virus
Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,Shrew hepatitis B virus
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Xinyi virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Orthoavulavirus,Avian orthoavulavirus 13
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circoviridae sp.
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Dependoparvovirus sp.
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,,Genomoviridae sp.
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,,Goose picornavirus 1
Cressdnaviricota,,,,,Anser anser CRESS-DNA-virus sp.
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Anser anser dependoparvovirus
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,,Anser anser Genomoviridae sp.
Pisuviricota,Pisoniviricetes,Picornavirales,,,Antarctic picorna-like virus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Goose adenovirus 5
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Avastrovirus,Goose astrovirus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Goose aviadenovirus A
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Gammacoronavirus,Canada goose coronavirus
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Deltacoronavirus,Anser cygnoides coronavirus
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,Goose pegivirus 1
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,Goose pegivirus 2
Negarnaviricota,Monjiviricetes,Mononegavirales,Sunviridae,Sunshinevirus,Sunshinevirus reptilis
Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,,Bornavirus sp.
Pisuviricota,Pisoniviricetes,Nidovirales,Tobaniviridae,,Serpentovirinae sp.
Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Reptarenavirus,Reptarenavirus sp.
Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Antennavirus,Hairy antennavirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Antennavirus,Striated antennavirus
Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,Wenling fish alphavirus
Negarnaviricota,Monjiviricetes,Mononegavirales,Filoviridae,Striavirus,Xilang striavirus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Atadenovirus,Atadenovirus sp.
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Avipoxvirus Berthelot's pipit/Porto Santo/V5PO/2006
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Springbok herpesvirus 1
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Springbok herpesvirus 2
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Avipoxvirus isolate Mississippi
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Canarypox virus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Atadenovirus,Bovine adenovirus F
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Respirovirus,Human respirovirus 3
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,Vesiculovirus newjersey
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,Pestivirus E
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Bovidae gammaherpesvirus 2
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,Equid alphaherpesvirus 1
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Parapoxvirus,Orf virus
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Coronavirus Mex_CoV-1
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Coronavirus Mex_CoV-5a
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Oriental small-clawed otter gammaherpesvirus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Morbillivirus,Measles morbillivirus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Gray-bellied night monkey adenovirus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Aotus nancymaae cytomegalovirus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Aotine betaherpesvirus 1
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Rhadinovirus,Ateline gammaherpesvirus 2
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Rhadinovirus,Ateline gammaherpesvirus 3
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,Hepacivirus B
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Hepatovirus,Hepatovirus A
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Simplexvirus,Human alphaherpesvirus 1
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus macacae
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,Pegivirus A
Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,,Respiratory syncytial virus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Simplexvirus,Saimiriine alphaherpesvirus 1
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Rhadinovirus,Saimiriine gammaherpesvirus 2
Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,Simian-Human immunodeficiency virus
,,,Anelloviridae,Zetatorquevirus,Torque teno douroucouli virus
,,,Anelloviridae,,Torque teno virus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Aotus vociferans cytomegalovirus
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kobuvirus,Aichivirus A
,,,Anelloviridae,,Anelloviridae sp.
Pisuviricota,Pisoniviricetes,Picornavirales,,,Apodemus agrarius picornavirus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Rhadinovirus,Apodemus agrarius rhadinovirus 1
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Bocaparvovirus sp.
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Cardiovirus,Cardiovirus B
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,China Rattus coronavirus HKU24
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Coronavirus RCoV/KS11_0997/Apo_agr/GER/2011
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Coronavirus RCoV/RMU10_620/Apo_agr/GER/2010
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Dobrava-Belgrade orthohantavirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantaan orthohantavirus
